prevAdaptStrategy 0
Succ 75.22477522477521
Fail 24.775224775224775
SendRate 52.8
Latency 0.105
Throughput 43.3
RelativeThroughput 17.992424242424242
prevAdaptStrategy 1
Succ 75.22477522477521
Fail 24.775224775224775
SendRate 52.8
Latency 0.105
Throughput 43.3
RelativeThroughput 17.992424242424242
prevAdaptStrategy 0
Succ 64.13586413586414
Fail 35.86413586413587
SendRate 26.95
Latency 0.37
Throughput 24.45
RelativeThroughput 9.27643784786642
prevAdaptStrategy 1
Succ 64.17165668662675
Fail 35.82834331337325
SendRate 26.7
Latency 1.425
Throughput 24.45
RelativeThroughput 8.426966292134832
prevAdaptStrategy 0
Succ 70.43941411451398
Fail 29.560585885486017
SendRate 26.25
Latency 0.215
Throughput 23.45
RelativeThroughput 10.666666666666668
prevAdaptStrategy 0
Succ 70.43941411451398
Fail 29.560585885486017
SendRate 26.25
Latency 0.215
Throughput 23.45
RelativeThroughput 10.666666666666668
prevAdaptStrategy 0
Succ 72.12787212787212
Fail 27.872127872127873
SendRate 26.25
Latency 0.205
Throughput 23.85
RelativeThroughput 9.142857142857137
prevAdaptStrategy 0
Succ 72.15568862275448
Fail 27.844311377245507
SendRate 26
Latency 1.26
Throughput 23.85
RelativeThroughput 8.269230769230763
prevAdaptStrategy 0
Succ 70.17310252996005
Fail 29.82689747003995
SendRate 26.35
Latency 0.225
Throughput 23.45
RelativeThroughput 11.0056925996205
prevAdaptStrategy 0
Succ 70.17310252996005
Fail 29.82689747003995
SendRate 26.35
Latency 0.225
Throughput 23.45
RelativeThroughput 11.0056925996205
prevAdaptStrategy 0
Succ 70.17310252996005
Fail 29.82689747003995
SendRate 26.35
Latency 0.225
Throughput 23.45
RelativeThroughput 11.0056925996205
prevAdaptStrategy 0
Succ 69.53046953046953
Fail 30.46953046953047
SendRate 26.3
Latency 0.21
Throughput 23.75
RelativeThroughput 9.6958174904943
prevAdaptStrategy 0
Succ 69.56087824351297
Fail 30.439121756487026
SendRate 26.05
Latency 1.28
Throughput 23.75
RelativeThroughput 8.829174664107487
prevAdaptStrategy 0
Succ 74.43408788282291
Fail 25.5659121171771
SendRate 26.25
Latency 0.22
Throughput 23.45
RelativeThroughput 10.666666666666668
prevAdaptStrategy 0
Succ 74.43408788282291
Fail 25.5659121171771
SendRate 26.25
Latency 0.22
Throughput 23.45
RelativeThroughput 10.666666666666668
prevAdaptStrategy 0
Succ 70.22977022977022
Fail 29.770229770229772
SendRate 26.3
Latency 0.215
Throughput 23.85
RelativeThroughput 9.315589353612165
prevAdaptStrategy 0
Succ 70.25948103792416
Fail 29.740518962075846
SendRate 26.05
Latency 1.285
Throughput 23.85
RelativeThroughput 8.44529750479846
prevAdaptStrategy 0
Succ 72.03728362183755
Fail 27.96271637816245
SendRate 26.3
Latency 0.22
Throughput 23.25
RelativeThroughput 11.596958174904945
prevAdaptStrategy 0
Succ 72.03728362183755
Fail 27.96271637816245
SendRate 26.3
Latency 0.22
Throughput 23.25
RelativeThroughput 11.596958174904945
prevAdaptStrategy 0
Succ 72.03728362183755
Fail 27.96271637816245
SendRate 26.3
Latency 0.22
Throughput 23.25
RelativeThroughput 11.596958174904945
prevAdaptStrategy 0
Succ 71.42857142857143
Fail 28.57142857142857
SendRate 25.15
Latency 0.205
Throughput 25
RelativeThroughput 0.5964214711729565
prevAdaptStrategy 0
Succ 71.45708582834331
Fail 28.542914171656687
SendRate 24.9
Latency 1.275
Throughput 25
RelativeThroughput -0.4016064257028169
prevAdaptStrategy 0
Succ 71.23834886817576
Fail 28.761651131824234
SendRate 26.3
Latency 0.225
Throughput 23.35
RelativeThroughput 11.216730038022812
prevAdaptStrategy 0
Succ 71.23834886817576
Fail 28.761651131824234
